@RELATION propiedades

@ATTRIBUTE precio_arriendo_cop NUMERIC
@ATTRIBUTE admin_cop NUMERIC
@ATTRIBUTE area_m2 NUMERIC
@ATTRIBUTE habitaciones NUMERIC
@ATTRIBUTE banos NUMERIC
@ATTRIBUTE parqueaderos NUMERIC
@ATTRIBUTE tipo_inmueble {'apartamento','oficina','casa','apartaestudio','otro','bodega','lote','local','finca'}
@ATTRIBUTE barrio_estrato NUMERIC
@ATTRIBUTE barrio_area_km2 NUMERIC
@ATTRIBUTE barrio_estado_pavimento {'MALO','REGULAR','BUENO'}
@ATTRIBUTE barrio_iluminacion_led {0,1}
@ATTRIBUTE precio_rango {'medio','premium','bajo','alto'}

@DATA
3800000,?,100,?,4,?,'local',3,0.4,'BUENO',1,'alto'
2500000,?,110,?,2,?,'oficina',3,0.4,'BUENO',1,'medio'
2500000,?,56,?,1,?,'local',3,0.4,'BUENO',1,'medio'
4500000,?,242,?,1,?,'bodega',3,0.4,'BUENO',1,'alto'
3700000,?,80,3,2,5,'casa',3,0.4,'BUENO',1,'alto'
2000000,?,65,?,1,?,'oficina',3,0.4,'BUENO',1,'medio'
11400000,?,237,?,2,?,'local',3,0.4,'BUENO',1,'premium'
32000000,?,430,?,7,?,'local',3,0.4,'BUENO',1,'premium'
30000000,?,456,1,4,?,'otro',3,0.4,'BUENO',1,'premium'
4500000,?,786,?,?,?,'lote',1,0.55,'REGULAR',0,'alto'
7000000,?,109,3,2,?,'apartamento',1,2.2,'MALO',0,'alto'
13000000,?,600,?,2,?,'bodega',1,2.2,'MALO',0,'premium'
2000000,?,69,2,1,?,'apartamento',2,0.3,'REGULAR',1,'medio'
2000000,?,94,2,1,?,'apartamento',2,0.3,'REGULAR',1,'medio'
1600000,?,100,2,2,?,'apartamento',2,0.3,'REGULAR',1,'bajo'
13000000,?,290,5,5,2,'local',2,0.3,'REGULAR',1,'premium'
16806723,?,609,?,2,?,'bodega',2,0.3,'REGULAR',1,'premium'
4500000,?,91,?,1,?,'local',2,0.3,'REGULAR',1,'alto'
15000000,3811000,177,?,5,?,'local',2,0.3,'REGULAR',1,'premium'
2200000,?,72,2,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
12000000,?,617,?,2,1,'bodega',2,0.3,'REGULAR',1,'premium'
12000000,1370000,45,?,?,?,'local',2,0.3,'REGULAR',1,'premium'
2200000,?,45,?,1,?,'local',2,0.3,'REGULAR',1,'medio'
3200000,?,95,3,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
3300000,?,102,3,3,?,'apartamento',2,0.3,'REGULAR',1,'medio'
2947600,552400,104,3,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
3900000,600000,89,3,2,1,'apartamento',2,0.3,'REGULAR',1,'alto'
6000000,?,156,?,?,?,'lote',2,0.3,'REGULAR',1,'alto'
2150000,?,101,2,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
20000000,?,617,?,2,?,'bodega',2,0.3,'REGULAR',1,'premium'
3800000,?,104,3,2,?,'apartamento',2,0.3,'REGULAR',1,'alto'
3700000,?,60,?,2,?,'local',2,0.3,'REGULAR',1,'alto'
2000000,?,69,2,1,?,'apartamento',2,0.3,'REGULAR',1,'medio'
2000000,?,94,2,1,?,'apartamento',2,0.3,'REGULAR',1,'medio'
1600000,?,100,2,2,?,'apartamento',2,0.3,'REGULAR',1,'bajo'
13000000,?,290,5,5,2,'local',2,0.3,'REGULAR',1,'premium'
16806723,?,609,?,2,?,'bodega',2,0.3,'REGULAR',1,'premium'
4500000,?,91,?,1,?,'local',2,0.3,'REGULAR',1,'alto'
15000000,3811000,177,?,5,?,'local',2,0.3,'REGULAR',1,'premium'
2200000,?,72,2,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
12000000,?,617,?,2,1,'bodega',2,0.3,'REGULAR',1,'premium'
12000000,1370000,45,?,?,?,'local',2,0.3,'REGULAR',1,'premium'
2200000,?,45,?,1,?,'local',2,0.3,'REGULAR',1,'medio'
3200000,?,95,3,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
3300000,?,102,3,3,?,'apartamento',2,0.3,'REGULAR',1,'medio'
2947600,552400,104,3,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
3900000,600000,89,3,2,1,'apartamento',2,0.3,'REGULAR',1,'alto'
6000000,?,156,?,?,?,'lote',2,0.3,'REGULAR',1,'alto'
2150000,?,101,2,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
20000000,?,617,?,2,?,'bodega',2,0.3,'REGULAR',1,'premium'
3800000,?,104,3,2,?,'apartamento',2,0.3,'REGULAR',1,'alto'
3700000,?,60,?,2,?,'local',2,0.3,'REGULAR',1,'alto'
2000000,?,69,2,1,?,'apartamento',2,0.3,'REGULAR',1,'medio'
2000000,?,94,2,1,?,'apartamento',2,0.3,'REGULAR',1,'medio'
1600000,?,100,2,2,?,'apartamento',2,0.3,'REGULAR',1,'bajo'
13000000,?,290,5,5,2,'local',2,0.3,'REGULAR',1,'premium'
16806723,?,609,?,2,?,'bodega',2,0.3,'REGULAR',1,'premium'
4500000,?,91,?,1,?,'local',2,0.3,'REGULAR',1,'alto'
15000000,3811000,177,?,5,?,'local',2,0.3,'REGULAR',1,'premium'
2200000,?,72,2,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
12000000,?,617,?,2,1,'bodega',2,0.3,'REGULAR',1,'premium'
12000000,1370000,45,?,?,?,'local',2,0.3,'REGULAR',1,'premium'
2200000,?,45,?,1,?,'local',2,0.3,'REGULAR',1,'medio'
3200000,?,95,3,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
3300000,?,102,3,3,?,'apartamento',2,0.3,'REGULAR',1,'medio'
2947600,552400,104,3,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
3900000,600000,89,3,2,1,'apartamento',2,0.3,'REGULAR',1,'alto'
6000000,?,156,?,?,?,'lote',2,0.3,'REGULAR',1,'alto'
2150000,?,101,2,2,?,'apartamento',2,0.3,'REGULAR',1,'medio'
20000000,?,617,?,2,?,'bodega',2,0.3,'REGULAR',1,'premium'
3800000,?,104,3,2,?,'apartamento',2,0.3,'REGULAR',1,'alto'
3700000,?,60,?,2,?,'local',2,0.3,'REGULAR',1,'alto'
5000000,?,70,2,2,?,'apartamento',1,6.5,'BUENO',0,'alto'
2700000,?,54.88,2,2,?,'apartamento',1,6.5,'BUENO',0,'medio'
6000000,?,130,3,2,2,'casa',1,6.5,'BUENO',0,'alto'
994000,206000,60,3,2,?,'apartamento',1,6.5,'BUENO',0,'bajo'
900000,?,50,3,1,?,'casa',1,6.5,'BUENO',0,'bajo'
3200000,?,98,3,3,?,'casa',1,6.5,'BUENO',0,'medio'
1100000,?,58,3,1,?,'apartamento',1,6.5,'BUENO',0,'bajo'
17000000,?,1060,?,3,?,'bodega',1,6.5,'BUENO',0,'premium'
3200000,?,53,2,2,?,'apartamento',1,6.5,'BUENO',0,'medio'
3500000,?,120,3,3,?,'casa',1,6.5,'BUENO',0,'medio'
3200000,?,145,3,3,?,'apartamento',1,6.5,'BUENO',0,'medio'
900000,?,50,3,1,?,'casa',1,2.5,'BUENO',1,'bajo'
2150000,1006000,145,3,3,?,'apartamento',1,0.9,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',1,0.9,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',1,0.9,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,0.9,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',1,0.9,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',1,0.9,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',1,0.9,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',1,0.9,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',1,0.9,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,0.9,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',1,0.9,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,0.9,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,0.9,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,0.9,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',1,0.9,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',1,0.9,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',1,0.9,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',1,0.9,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,0.9,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',1,0.9,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',1,0.9,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,0.9,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',1,0.9,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',1,0.9,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',1,0.9,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',1,0.9,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',1,0.9,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,0.9,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',1,0.9,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,0.9,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,0.9,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,0.9,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',1,0.9,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',1,0.9,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',1,0.9,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',1,0.9,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,0.9,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',1,0.9,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',1,0.9,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,0.9,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',1,0.9,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',1,0.9,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',1,0.9,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',1,0.9,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',1,0.9,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,0.9,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',1,0.9,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,0.9,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,0.9,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',1,0.9,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,0.9,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',1,0.9,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',1,0.9,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',1,0.9,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',1,0.9,'BUENO',1,'premium'
1300000,?,85,3,2,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
1200000,140000,55,3,2,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
1200000,?,70,2,1,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
1200000,?,70,2,1,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
1150000,?,70,2,1,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
1200000,?,75,2,1,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
15000000,?,500,?,6,?,'local',3,1.1,'REGULAR',1,'premium'
1200000,?,70,2,1,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
8500000,?,248,3,3,3,'apartamento',3,1.1,'REGULAR',1,'premium'
1200000,?,70,2,1,?,'apartamento',3,1.1,'REGULAR',1,'bajo'
1300000,?,84,?,3,?,'oficina',3,1.1,'REGULAR',1,'bajo'
5000000,?,98,2,2,?,'apartamento',3,1.1,'REGULAR',1,'alto'
15000000,?,500,?,6,?,'local',3,1.1,'REGULAR',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',3,0.55,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',3,0.55,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',3,0.55,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',3,0.55,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',3,0.55,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',3,0.55,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',3,0.55,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',3,0.55,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',3,0.55,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',3,0.55,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',3,0.55,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',3,0.55,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',3,0.55,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',3,0.55,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',3,0.55,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',3,0.55,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',3,0.55,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',3,0.55,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',3,0.55,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',3,0.55,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',3,0.55,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',3,0.55,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',3,0.55,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',3,0.55,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',3,0.55,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',3,0.55,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',3,0.55,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',3,0.55,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',3,0.55,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',3,0.55,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',3,0.55,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',3,0.55,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',3,0.55,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',3,0.55,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',3,0.55,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',3,0.55,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',3,0.55,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',3,0.55,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',3,0.55,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',3,0.55,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',3,0.55,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',3,0.55,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',3,0.55,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',3,0.55,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',3,0.55,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',3,0.55,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',3,0.55,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',3,0.55,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',3,0.55,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',3,0.55,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',3,0.55,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',3,0.55,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',3,0.55,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',3,0.55,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',3,0.55,'BUENO',1,'premium'
3813000,687000,95,2,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3700000,?,95,2,3,?,'apartamento',6,1.2,'BUENO',1,'alto'
3500000,?,140,3,3,?,'apartamento',6,1.2,'BUENO',1,'medio'
4900000,600000,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3007000,993000,150,3,3,?,'apartamento',6,1.2,'BUENO',1,'medio'
4600000,481000,60,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
32000000,?,320,3,3,?,'casa',6,1.2,'BUENO',1,'premium'
2300000,?,20,?,1,?,'local',6,1.2,'BUENO',1,'medio'
3380000,620000,126,3,4,1,'apartamento',6,1.2,'BUENO',1,'medio'
6500000,?,150,3,4,?,'apartamento',6,1.2,'BUENO',1,'alto'
3500000,1000000,46,?,1,?,'otro',6,1.2,'BUENO',1,'medio'
18000000,3000000,1100,5,7,?,'apartamento',6,1.2,'BUENO',1,'premium'
3500000,?,32,?,1,?,'local',6,1.2,'BUENO',1,'medio'
5000000,466000,47,?,1,?,'local',6,1.2,'BUENO',1,'alto'
4500000,?,80,2,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
4900000,600000,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3200000,?,90,2,1,7,'apartamento',6,1.2,'BUENO',1,'medio'
5500000,?,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
5500000,?,70,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
6500000,?,63,?,1,?,'local',6,1.2,'BUENO',1,'alto'
2850000,?,10,?,1,?,'local',6,1.2,'BUENO',1,'medio'
3813000,687000,95,2,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3700000,?,95,2,3,?,'apartamento',6,1.2,'BUENO',1,'alto'
3500000,?,140,3,3,?,'apartamento',6,1.2,'BUENO',1,'medio'
4900000,600000,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3007000,993000,150,3,3,?,'apartamento',6,1.2,'BUENO',1,'medio'
4600000,481000,60,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
32000000,?,320,3,3,?,'casa',6,1.2,'BUENO',1,'premium'
2300000,?,20,?,1,?,'local',6,1.2,'BUENO',1,'medio'
3380000,620000,126,3,4,1,'apartamento',6,1.2,'BUENO',1,'medio'
6500000,?,150,3,4,?,'apartamento',6,1.2,'BUENO',1,'alto'
18000000,3000000,1100,5,7,?,'apartamento',6,1.2,'BUENO',1,'premium'
3500000,1000000,46,?,1,?,'otro',6,1.2,'BUENO',1,'medio'
3500000,?,32,?,1,?,'local',6,1.2,'BUENO',1,'medio'
5000000,466000,47,?,1,?,'local',6,1.2,'BUENO',1,'alto'
4500000,?,80,2,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
4900000,600000,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3200000,?,90,2,1,7,'apartamento',6,1.2,'BUENO',1,'medio'
5500000,?,70,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
5500000,?,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
6500000,?,63,?,1,?,'local',6,1.2,'BUENO',1,'alto'
2850000,?,10,?,1,?,'local',6,1.2,'BUENO',1,'medio'
3813000,687000,95,2,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3700000,?,95,2,3,?,'apartamento',6,1.2,'BUENO',1,'alto'
3500000,?,140,3,3,?,'apartamento',6,1.2,'BUENO',1,'medio'
4900000,600000,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3007000,993000,150,3,3,?,'apartamento',6,1.2,'BUENO',1,'medio'
4600000,481000,60,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
32000000,?,320,3,3,?,'casa',6,1.2,'BUENO',1,'premium'
2300000,?,20,?,1,?,'local',6,1.2,'BUENO',1,'medio'
3380000,620000,126,3,4,1,'apartamento',6,1.2,'BUENO',1,'medio'
6500000,?,150,3,4,?,'apartamento',6,1.2,'BUENO',1,'alto'
18000000,3000000,1100,5,7,?,'apartamento',6,1.2,'BUENO',1,'premium'
3500000,1000000,46,?,1,?,'otro',6,1.2,'BUENO',1,'medio'
3500000,?,32,?,1,?,'local',6,1.2,'BUENO',1,'medio'
5000000,466000,47,?,1,?,'local',6,1.2,'BUENO',1,'alto'
4500000,?,80,2,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
4900000,600000,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
3200000,?,90,2,1,7,'apartamento',6,1.2,'BUENO',1,'medio'
5500000,?,70,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
5500000,?,78,1,2,?,'apartamento',6,1.2,'BUENO',1,'alto'
6500000,?,63,?,1,?,'local',6,1.2,'BUENO',1,'alto'
2850000,?,10,?,1,?,'local',6,1.2,'BUENO',1,'medio'
3100000,?,98,?,1,?,'local',2,1.2,'MALO',0,'medio'
29500000,?,295.54,?,2,?,'bodega',2,1.2,'MALO',0,'premium'
4000000,?,250,?,1,?,'bodega',2,1.2,'MALO',0,'alto'
30000000,?,883,?,2,?,'local',2,1.2,'MALO',0,'premium'
3900000,216000,69,?,1,?,'local',2,1.2,'MALO',0,'alto'
16800000,?,432,?,1,?,'local',2,1.2,'MALO',0,'premium'
13210000,?,339,?,2,?,'local',2,1.2,'MALO',0,'premium'
5000000,?,220,?,2,?,'bodega',2,1.2,'MALO',0,'alto'
2500000,?,45,?,1,?,'local',2,1.2,'MALO',0,'medio'
30000000,?,1250,?,2,?,'local',2,1.2,'MALO',0,'premium'
5000000,?,300,5,4,?,'casa',2,1.2,'MALO',0,'alto'
1000000,?,35,1,1,?,'apartaestudio',3,0.75,'REGULAR',1,'bajo'
4560000,?,40,?,?,?,'local',3,0.75,'REGULAR',1,'alto'
3500000,?,125,?,1,?,'local',3,0.75,'REGULAR',1,'medio'
3500000,?,125,?,1,?,'local',3,0.75,'REGULAR',1,'medio'
1600000,?,100,?,1,?,'local',3,0.75,'REGULAR',1,'bajo'
7673700,?,100,?,2,?,'oficina',3,0.75,'REGULAR',1,'premium'
2500000,?,200,?,2,?,'local',3,0.6,'BUENO',1,'medio'
3500000,?,116,3,2,?,'apartamento',5,0.4,'BUENO',1,'medio'
2648000,752000,80,2,2,?,'apartamento',5,0.4,'BUENO',1,'medio'
3500000,?,130,4,4,1,'apartamento',5,0.4,'BUENO',1,'medio'
4300000,?,96,3,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
2000000,359000,50,1,1,?,'apartamento',5,0.4,'BUENO',1,'medio'
3500000,?,80,2,3,?,'apartamento',5,0.4,'BUENO',1,'medio'
4000000,?,87,2,4,1,'apartamento',5,0.4,'BUENO',1,'alto'
6000000,950000,126,3,4,?,'apartamento',5,0.4,'BUENO',1,'alto'
5600000,?,97,2,3,?,'apartamento',5,0.4,'BUENO',1,'alto'
4000000,?,87,2,4,1,'apartamento',5,0.4,'BUENO',1,'alto'
3700000,?,97,1,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
3600000,320000,60,1,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
7000000,?,212,3,4,?,'apartamento',5,0.4,'BUENO',1,'alto'
7000000,800000,110,3,2,1,'apartamento',5,0.4,'BUENO',1,'alto'
3500000,910000,120,2,3,?,'apartamento',5,0.4,'BUENO',1,'medio'
5000000,?,123,3,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
5500000,?,123,3,3,1,'apartamento',5,0.4,'BUENO',1,'alto'
4000000,?,94,2,3,1,'apartamento',5,0.4,'BUENO',1,'alto'
2900000,?,52,1,1,?,'apartamento',5,0.4,'BUENO',1,'medio'
2900000,273000,47,1,1,?,'apartamento',5,0.4,'BUENO',1,'medio'
5000000,?,78,3,3,?,'apartamento',5,0.4,'BUENO',1,'alto'
3500000,?,116,3,2,?,'apartamento',5,0.4,'BUENO',1,'medio'
2648000,752000,80,2,2,?,'apartamento',5,0.4,'BUENO',1,'medio'
3500000,?,130,4,4,1,'apartamento',5,0.4,'BUENO',1,'medio'
4300000,?,96,3,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
2000000,359000,50,1,1,?,'apartamento',5,0.4,'BUENO',1,'medio'
3500000,?,80,2,3,?,'apartamento',5,0.4,'BUENO',1,'medio'
4000000,?,87,2,4,1,'apartamento',5,0.4,'BUENO',1,'alto'
6000000,950000,126,3,4,?,'apartamento',5,0.4,'BUENO',1,'alto'
5600000,?,97,2,3,?,'apartamento',5,0.4,'BUENO',1,'alto'
4000000,?,87,2,4,1,'apartamento',5,0.4,'BUENO',1,'alto'
3700000,?,97,1,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
3600000,320000,60,1,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
7000000,?,212,3,4,?,'apartamento',5,0.4,'BUENO',1,'alto'
7000000,800000,110,3,2,1,'apartamento',5,0.4,'BUENO',1,'alto'
3500000,910000,120,2,3,?,'apartamento',5,0.4,'BUENO',1,'medio'
5000000,?,123,3,2,?,'apartamento',5,0.4,'BUENO',1,'alto'
5500000,?,123,3,3,1,'apartamento',5,0.4,'BUENO',1,'alto'
4000000,?,94,2,3,1,'apartamento',5,0.4,'BUENO',1,'alto'
2900000,?,52,1,1,?,'apartamento',5,0.4,'BUENO',1,'medio'
2900000,273000,47,1,1,?,'apartamento',5,0.4,'BUENO',1,'medio'
5000000,?,78,3,3,?,'apartamento',5,0.4,'BUENO',1,'alto'
3500000,?,116,3,2,?,'apartamento',5,0.4,'BUENO',1,'medio'
2648000,752000,80,2,2,?,'apartamento',5,0.4,'BUENO',1,'medio'
3500000,?,130,4,4,1,'apartamento',5,0.4,'BUENO',1,'medio'
